id,gid,x,y,v_x,v_y,radius,time
0,0,-5.937054,-0.363028,1.105914,0.502055,0.750000,3.000000
1,0,-5.027455,1.246080,1.681009,-0.173715,0.750000,3.000000
2,1,-3.311183,-1.129170,-0.860017,-0.564995,0.750000,3.000000
0,0,-5.809017,-0.336388,1.280371,0.266401,0.750000,3.100000
1,0,-4.886784,1.238409,1.406707,-0.076709,0.750000,3.100000
2,1,-3.397799,-1.155888,-0.866152,-0.267180,0.750000,3.100000
0,0,-5.744375,-0.296079,0.646423,0.403090,0.750000,3.200000
1,0,-4.745521,1.252651,1.412629,0.142412,0.750000,3.200000
2,1,-3.503873,-1.212517,-1.060740,-0.566290,0.750000,3.200000
0,0,-5.649310,-0.274228,0.950644,0.218502,0.750000,3.300000
1,0,-4.631538,1.270134,1.139836,0.174831,0.750000,3.300000
2,1,-3.612462,-1.259278,-1.085892,-0.467611,0.750000,3.300000
0,0,-5.568010,-0.222405,0.813003,0.518236,0.750000,3.400000
1,0,-4.487298,1.277027,1.442392,0.068934,0.750000,3.400000
2,1,-3.731256,-1.314884,-1.187945,-0.556068,0.750000,3.400000
0,0,-5.483347,-0.177147,0.846630,0.452578,0.750000,3.500000
1,0,-4.339263,1.285761,1.480350,0.087344,0.750000,3.500000
2,1,-3.854750,-1.357143,-1.234932,-0.422590,0.750000,3.500000
0,0,-5.389850,-0.169319,0.934972,0.078277,0.750000,3.600000
1,0,-4.221048,1.296305,1.182156,0.105431,0.750000,3.600000
2,1,-3.973258,-1.378510,-1.185086,-0.213662,0.750000,3.600000
0,0,-5.287186,-0.136696,1.026635,0.326231,0.750000,3.700000
1,0,-4.096526,1.302286,1.245221,0.059817,0.750000,3.700000
2,1,-4.048402,-1.429194,-0.751440,-0.506839,0.750000,3.700000
0,0,-5.169491,-0.122940,1.176953,0.137557,0.750000,3.800000
1,0,-3.972956,1.287004,1.235693,-0.152821,0.750000,3.800000
2,1,-4.135830,-1.443281,-0.874274,-0.140876,0.750000,3.800000
0,0,-5.067482,-0.060609,1.020087,0.623315,0.750000,3.900000
1,0,-3.835286,1.278361,1.376704,-0.086434,0.750000,3.900000
2,1,-4.271422,-1.483192,-1.355920,-0.399109,0.750000,3.900000
0,0,-4.959656,-0.006953,1.078257,0.536556,0.750000,4.000000
1,0,-3.704634,1.274216,1.306524,-0.041450,0.750000,4.000000
2,1,-4.407403,-1.498166,-1.359820,-0.149739,0.750000,4.000000
0,0,-4.850668,0.047520,1.089880,0.544730,0.750000,4.100000
1,0,-3.550397,1.283961,1.542365,0.097447,0.750000,4.100000
